+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                             ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; The_System|mm_interconnect_0|nios2_instruction_master_translator                                                                                                                  ; 112   ; 55             ; 2            ; 55             ; 109    ; 55              ; 55            ; 55              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_0|nios2_2nd_core_instruction_master_translator                                                                                                         ; 112   ; 55             ; 2            ; 55             ; 109    ; 55              ; 55            ; 55              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_0|jtag_to_fpga_bridge_master_translator                                                                                                                ; 116   ; 13             ; 2            ; 13             ; 109    ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_0|nios2_2nd_core_data_master_translator                                                                                                                ; 116   ; 12             ; 0            ; 12             ; 108    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_0|nios2_data_master_translator                                                                                                                         ; 116   ; 12             ; 0            ; 12             ; 108    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|mm_interconnect_0                                                                                                                                                      ; 1404  ; 0              ; 1            ; 0              ; 1422   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|nios2_2nd_core_custom_instruction_master_multi_slave_translator0                                                                                                       ; 161   ; 0              ; 6            ; 0              ; 103    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|nios2_2nd_core_custom_instruction_master_multi_xconnect                                                                                                                ; 128   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|nios2_2nd_core_custom_instruction_master_translator                                                                                                                    ; 251   ; 123            ; 0            ; 123            ; 128    ; 123             ; 123           ; 123             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|nios2_custom_instruction_master_multi_slave_translator0                                                                                                                ; 161   ; 0              ; 6            ; 0              ; 103    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|nios2_custom_instruction_master_multi_xconnect                                                                                                                         ; 128   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|nios2_custom_instruction_master_translator                                                                                                                             ; 251   ; 123            ; 0            ; 123            ; 128    ; 123             ; 123           ; 123             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_pll|reset_from_locked                                                                                                                                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_pll|video_pll|PLL_for_DE_Series_Boards|auto_generated                                                                                                            ; 2     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_pll|video_pll                                                                                                                                                    ; 2     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_pll                                                                                                                                                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|rst_controller|alt_rst_req_sync_uq1                                                                                                                 ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|rst_controller|alt_rst_sync_uq1                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|rst_controller                                                                                                                                      ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_scaler|Shrink_Frame                                                                                                                        ; 22    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_scaler                                                                                                                                     ; 22    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_rgb_resampler                                                                                                                              ; 30    ; 0              ; 8            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|rst_controller|alt_rst_req_sync_uq1                                                                               ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|rst_controller|alt_rst_sync_uq1                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|rst_controller                                                                                                    ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|video_stream_splitter                                                                                             ; 33    ; 0              ; 0            ; 0              ; 57     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|video_stream_merger                                                                                               ; 59    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection_router_controller                                                                                  ; 38    ; 31             ; 31           ; 31             ; 33     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Pixel_Info_Shift_Register|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Pixel_Info_Shift_Register|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Pixel_Info_Shift_Register|altshift_taps_component|auto_generated|altsyncram2                       ; 29    ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Pixel_Info_Shift_Register|altshift_taps_component|auto_generated                                   ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Pixel_Info_Shift_Register                                                                          ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_2|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                       ; 32    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_2|altshift_taps_component|auto_generated                                   ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_2                                                                          ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_1|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                       ; 32    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_1|altshift_taps_component|auto_generated                                   ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4|shift_register_1                                                                          ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_4                                                                                           ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_2|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                       ; 33    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_2|altshift_taps_component|auto_generated                                   ; 12    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_2                                                                          ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_1|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                       ; 33    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_1|altshift_taps_component|auto_generated                                   ; 12    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3|shift_register_1                                                                          ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_3                                                                                           ; 13    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_2|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                       ; 32    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_2|altshift_taps_component|auto_generated                                   ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_2                                                                          ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_1|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                       ; 32    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_1|altshift_taps_component|auto_generated                                   ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2|shift_register_1                                                                          ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_2                                                                                           ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_4|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_4|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_4|altshift_taps_component|auto_generated|altsyncram2                       ; 31    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_4|altshift_taps_component|auto_generated                                   ; 10    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_4                                                                          ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_3|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_3|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_3|altshift_taps_component|auto_generated|altsyncram2                       ; 31    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_3|altshift_taps_component|auto_generated                                   ; 10    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_3                                                                          ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_2|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                       ; 31    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_2|altshift_taps_component|auto_generated                                   ; 10    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_2                                                                          ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                       ; 20    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_1|altshift_taps_component|auto_generated|cntr1                             ; 2     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                       ; 31    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_1|altshift_taps_component|auto_generated                                   ; 10    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1|shift_register_1                                                                          ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection|Filter_1                                                                                           ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|edge_detection                                                                                                    ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|chroma_upsampler                                                                                                  ; 14    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem|chroma_filter                                                                                                     ; 30    ; 0              ; 16           ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_edge_detection_subsystem                                                                                                                   ; 66    ; 0              ; 0            ; 0              ; 60     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_dma|From_Stream_to_Memory                                                                                                                  ; 23    ; 0              ; 2            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_dma|DMA_Control_Slave                                                                                                                      ; 43    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_dma                                                                                                                                        ; 62    ; 0              ; 0            ; 0              ; 82     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_clipper|Clipper_Add|Clipper_Add_Counters                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_clipper|Clipper_Add                                                                                                                        ; 23    ; 0              ; 3            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_clipper|Clipper_Drop|Clipper_Drop_Counters                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_clipper|Clipper_Drop                                                                                                                       ; 23    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_clipper                                                                                                                                    ; 22    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_chroma_resampler                                                                                                                           ; 22    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc|YCrCb_to_RGB|lpm_mult_component_4|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc|YCrCb_to_RGB|lpm_mult_component_3|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc|YCrCb_to_RGB|lpm_mult_component_2|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc|YCrCb_to_RGB|lpm_mult_component_1|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc|YCrCb_to_RGB|lpm_mult_component_0|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc|YCrCb_to_RGB                                                                                                                           ; 31    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in_csc                                                                                                                                        ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrfull_eq_comp                                                                    ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdempty_eq_comp                                                                   ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp|dffpipe8                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|video_in_subsystem|video_in|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
